booking_id,user_id,shop_id,service_type,time_of_day,distance_km,rating_given
B08207,U0568,S084,Coloring,Afternoon,14,3.7
B08208,U0675,S013,Coloring,Morning,6,4.4
B08209,U0402,S032,Coloring,Evening,7.3,3.5
B08210,U0454,S041,Coloring,Evening,1.3,4.6
B08211,U0684,S100,Pedicure,Afternoon,11.1,4.1
B08212,U0055,S019,Coloring,Afternoon,2.1,3.4
B08213,U0612,S009,Pedicure,Weekend,3.7,4.3
B08214,U0692,S037,Spa,Evening,6.2,2.7
B08215,U0719,S047,Coloring,Weekend,6.8,4.9
B08216,U0855,S003,Pedicure,Weekend,1.6,3.2
B08217,U0218,S019,Coloring,Morning,2.5,4.4
B08218,U0432,S047,Coloring,Morning,0.6,4.3
B08219,U0465,S087,Coloring,Weekend,1.8,3.6
B08220,U0004,S066,Spa,Weekend,8.6,3.1
B08221,U0182,S076,Manicure,Morning,5.8,4.9
B08222,U0268,S012,Coloring,Weekend,3.7,3.9
B08223,U0057,S038,Haircut,Morning,7.7,3.7
B08224,U0575,S033,Haircut,Evening,14.9,3.9
B08225,U0209,S059,Manicure,Afternoon,13.5,3
B08226,U0231,S069,Manicure,Morning,3.2,2.7
B08227,U0344,S079,Manicure,Afternoon,11.1,3.6
B08228,U0282,S039,Coloring,Morning,3.6,3.8
B08229,U0704,S089,Haircut,Weekend,6.6,3
B08230,U0893,S049,Pedicure,Afternoon,5.6,2.8
B08231,U0933,S070,Pedicure,Weekend,10.1,3.6
B08232,U0046,S014,Haircut,Morning,13.2,4.3
B08233,U0527,S100,Coloring,Weekend,2.8,4.2
B08234,U0305,S035,Coloring,Weekend,6.1,3.8
B08235,U0177,S088,Pedicure,Afternoon,6.1,2.2
B08236,U0934,S036,Manicure,Afternoon,0.8,3.5
B08237,U0521,S004,Spa,Weekend,14.6,2.4
B08238,U0178,S061,Manicure,Afternoon,5.4,4.8
B08239,U0552,S014,Haircut,Weekend,3,5
B08240,U0786,S076,Coloring,Afternoon,2.9,3.6
B08241,U0358,S054,Haircut,Morning,5,4.5
B08242,U0564,S075,Spa,Morning,2.1,4.5
B08243,U0818,S019,Coloring,Evening,12.7,4
B08244,U0289,S068,Spa,Evening,8.9,4.2
B08245,U0164,S068,Pedicure,Weekend,4.6,3.7
B08246,U0549,S057,Haircut,Morning,10.2,3.5
B08247,U0042,S075,Spa,Morning,1.5,3.7
B08248,U0498,S015,Spa,Morning,8.3,4.6
B08249,U0427,S021,Haircut,Morning,4.9,5
B08250,U0545,S005,Coloring,Evening,5.8,4.5
B08251,U0949,S046,Haircut,Morning,9.1,3.9
B08252,U0001,S021,Coloring,Weekend,13.7,3.9
B08253,U0727,S022,Haircut,Morning,10.4,4
B08254,U0973,S082,Manicure,Evening,2.4,4.4
B08255,U0525,S037,Spa,Morning,7.5,3.1
B08256,U0295,S030,Manicure,Morning,1.6,3.4
B08257,U0476,S096,Manicure,Afternoon,2.7,3.7
B08258,U0449,S062,Pedicure,Afternoon,2.2,3.6
B08259,U0005,S010,Manicure,Morning,9.4,4.4
B08260,U0587,S054,Haircut,Weekend,2.8,3.9
B08261,U0573,S001,Haircut,Morning,2.7,3.4
B08262,U0116,S083,Coloring,Afternoon,14.2,2.9
B08263,U0722,S073,Manicure,Weekend,2.9,2.8
B08264,U0098,S072,Haircut,Afternoon,1.1,4.4
B08265,U0488,S008,Haircut,Weekend,4.9,5
B08266,U0107,S043,Pedicure,Evening,6.4,3.2
B08267,U0735,S094,Coloring,Morning,10.3,4.4
B08268,U0951,S032,Spa,Evening,9.6,2.8
B08269,U0766,S068,Coloring,Weekend,14.2,4.1
B08270,U0119,S047,Coloring,Evening,6.3,4
B08271,U0974,S031,Haircut,Weekend,13.2,4
B08272,U0810,S078,Spa,Evening,1.3,5
B08273,U0318,S075,Spa,Evening,2.8,3.3
B08274,U0510,S004,Spa,Evening,14.1,3.1
B08275,U0806,S039,Pedicure,Evening,4.5,4.7
B08276,U0930,S063,Pedicure,Evening,2.5,4.4
B08277,U0403,S057,Haircut,Afternoon,2.5,3.4
B08278,U0248,S070,Coloring,Evening,7.8,3.9
B08279,U0118,S059,Haircut,Morning,8.7,3.2
B08280,U0455,S052,Pedicure,Morning,10.4,5
B08281,U0968,S058,Haircut,Evening,6.5,2.9
B08282,U0602,S035,Coloring,Morning,12.3,3.4
B08283,U0494,S091,Haircut,Afternoon,1.5,5
B08284,U0414,S030,Manicure,Evening,3.8,3.4
B08285,U0227,S082,Manicure,Weekend,11,4.1
B08286,U0501,S069,Pedicure,Morning,6.3,2.9
B08287,U0543,S061,Manicure,Morning,6.6,4.5
B08288,U0582,S090,Pedicure,Afternoon,12.3,4
B08289,U0293,S013,Spa,Weekend,2.3,4.1
B08290,U0821,S073,Manicure,Morning,3.6,3.2
B08291,U0920,S068,Manicure,Morning,2.5,3.9
B08292,U0263,S056,Coloring,Morning,1,3.3
B08293,U0356,S027,Manicure,Morning,7.7,4.2
B08294,U0148,S017,Manicure,Morning,11.7,3.2
B08295,U0748,S099,Coloring,Evening,10.1,4
B08296,U0029,S032,Haircut,Afternoon,2.7,3.5
B08297,U0558,S089,Pedicure,Evening,12,3.3
B08298,U0376,S022,Spa,Weekend,2.4,3
B08299,U0032,S077,Pedicure,Afternoon,0.5,4
B08300,U0810,S017,Haircut,Weekend,1,2.8
B08301,U0301,S098,Coloring,Evening,1,4.1
B08302,U0459,S072,Haircut,Evening,12.5,4.8
B08303,U0216,S003,Pedicure,Morning,1.2,3.3
B08304,U0822,S084,Coloring,Weekend,9.4,3
B08305,U0443,S097,Coloring,Weekend,13.3,3.5
B08306,U0922,S052,Pedicure,Morning,6.8,4.3
B08307,U0693,S092,Haircut,Evening,13.1,3.8
B08308,U0002,S071,Pedicure,Evening,3,2.9
B08309,U0705,S024,Pedicure,Weekend,4.7,4.4
B08310,U0163,S013,Manicure,Morning,1.6,4.8
B08311,U0386,S039,Pedicure,Weekend,11.6,3.6
B08312,U0320,S068,Manicure,Evening,9.6,4.2
B08313,U0813,S066,Haircut,Afternoon,7.8,3.8
B08314,U0865,S012,Manicure,Afternoon,11.1,4.3
B08315,U0423,S011,Coloring,Morning,5.6,2.7
B08316,U0524,S029,Manicure,Morning,0.9,2.5
B08317,U0713,S077,Haircut,Afternoon,12.3,4.3
B08318,U0321,S093,Haircut,Morning,12.5,3.2
B08319,U0914,S027,Haircut,Afternoon,14.7,4.1
B08320,U0214,S002,Haircut,Evening,4.1,3.3
B08321,U0181,S083,Spa,Evening,13.1,3.6
B08322,U0943,S004,Spa,Evening,3.3,2.8
B08323,U0003,S027,Coloring,Morning,1.4,4.7
B08324,U0267,S027,Haircut,Evening,11.4,3.9
B08325,U0320,S069,Manicure,Evening,6.3,3.9
B08326,U0114,S044,Pedicure,Weekend,2.6,4
B08327,U0115,S031,Manicure,Morning,1.2,3.8
B08328,U0112,S100,Coloring,Evening,10.3,4.7
B08329,U0066,S052,Manicure,Afternoon,5.8,4
B08330,U0553,S043,Pedicure,Weekend,5.5,3.8
B08331,U0017,S057,Coloring,Evening,7.6,4.5
B08332,U0488,S037,Coloring,Weekend,12.2,3
B08333,U0082,S058,Haircut,Weekend,5,2.4
B08334,U0697,S022,Haircut,Afternoon,10.8,3.6
B08335,U0772,S069,Pedicure,Evening,3.3,3
B08336,U0122,S078,Spa,Weekend,3.3,4.8
B08337,U0266,S062,Pedicure,Afternoon,11.6,3.7
B08338,U0410,S037,Spa,Afternoon,1.3,2.7
B08339,U0456,S084,Coloring,Evening,2.9,2.7
B08340,U0497,S012,Haircut,Morning,0.7,4.1
B08341,U0882,S012,Haircut,Afternoon,2.8,3.7
B08342,U0353,S060,Spa,Morning,6.6,4.6
B08343,U0730,S049,Coloring,Evening,2.1,3.5
B08344,U0170,S034,Coloring,Afternoon,2.4,3.9
B08345,U0053,S015,Spa,Weekend,11.5,4
B08346,U0054,S014,Haircut,Afternoon,2.5,5
B08347,U0138,S071,Haircut,Weekend,12.3,2.2
B08348,U0982,S002,Haircut,Afternoon,1.1,2.2
B08349,U0547,S089,Pedicure,Evening,1.6,3.6
B08350,U0089,S008,Manicure,Afternoon,5.1,5
B08351,U0399,S078,Spa,Weekend,3.6,4.7
B08352,U0249,S045,Pedicure,Morning,10.2,3.9
B08353,U0896,S046,Pedicure,Afternoon,13.8,4
B08354,U0945,S050,Haircut,Morning,2.8,2.8
B08355,U0270,S079,Manicure,Afternoon,2.5,4.7
B08356,U0742,S049,Haircut,Morning,11.3,3.5
B08357,U0379,S089,Haircut,Weekend,12.5,3.2
B08358,U0609,S036,Spa,Evening,9.9,4.6
B08359,U0985,S021,Haircut,Afternoon,8,5
B08360,U0194,S012,Manicure,Weekend,7.7,3.2
B08361,U0965,S016,Spa,Morning,8,4.5
B08362,U0056,S051,Spa,Weekend,10,4.6
B08363,U0922,S097,Manicure,Afternoon,2,3.1
B08364,U0908,S096,Manicure,Weekend,7.9,3.7
B08365,U0667,S097,Manicure,Morning,9.3,3.9
B08366,U0464,S022,Coloring,Weekend,14.5,3.2
B08367,U0291,S017,Haircut,Morning,5.7,3.5
B08368,U0624,S014,Haircut,Afternoon,1.7,4.1
B08369,U0782,S095,Haircut,Evening,1.3,4.8
B08370,U0226,S075,Spa,Evening,14.1,3.4
B08371,U0531,S068,Spa,Evening,13.8,4.1
B08372,U0141,S084,Coloring,Evening,1.7,3.8
B08373,U0376,S078,Spa,Weekend,7.5,3.9
B08374,U0712,S039,Spa,Weekend,12.2,3.7
B08375,U0351,S099,Haircut,Afternoon,1.1,4.1
B08376,U0889,S078,Manicure,Morning,10.5,4.2
B08377,U0413,S040,Pedicure,Weekend,13.2,3.9
B08378,U0094,S068,Haircut,Afternoon,10.3,3.5
B08379,U0022,S067,Pedicure,Weekend,7.2,3.7
B08380,U0460,S003,Coloring,Weekend,14.7,3.2
B08381,U0942,S040,Pedicure,Afternoon,2.8,3.5
B08382,U0956,S029,Pedicure,Evening,2.4,3
B08383,U0583,S011,Coloring,Afternoon,13.7,3
B08384,U0482,S038,Haircut,Afternoon,2.9,4.5
B08385,U0360,S079,Haircut,Evening,4.1,4.1
B08386,U0940,S062,Pedicure,Afternoon,2.4,2.7
B08387,U0574,S065,Spa,Weekend,5.2,4.6
B08388,U0304,S022,Spa,Afternoon,1.1,3.4
B08389,U0347,S057,Coloring,Weekend,10.7,3.2
B08390,U0632,S009,Pedicure,Evening,13.6,3.2
B08391,U0743,S027,Haircut,Weekend,4.8,5
B08392,U0764,S030,Haircut,Afternoon,4.1,3.7
B08393,U0443,S097,Manicure,Weekend,14.3,4
B08394,U0730,S087,Coloring,Afternoon,2,3.3
B08395,U0652,S034,Coloring,Evening,9.4,4.7
B08396,U0585,S058,Haircut,Morning,1.5,2.5
B08397,U0828,S001,Spa,Evening,1.3,4.4
B08398,U0556,S010,Coloring,Evening,5.1,3.9
B08399,U0571,S064,Haircut,Afternoon,9.6,2.4
B08400,U0152,S010,Manicure,Afternoon,4.9,4.1
B08401,U0636,S050,Spa,Morning,1.8,3.1
B08402,U0767,S003,Coloring,Evening,9.4,3.5
B08403,U0551,S092,Haircut,Weekend,12,3.8
B08404,U0245,S032,Haircut,Evening,1.6,3.6
B08405,U0271,S046,Haircut,Evening,2.8,3.4
B08406,U0776,S030,Manicure,Weekend,9.9,4.7
B08407,U0962,S025,Haircut,Afternoon,4.1,2.7
B08408,U0004,S086,Spa,Weekend,7.5,4.2
B08409,U0217,S042,Pedicure,Evening,13,3.9
B08410,U0154,S020,Coloring,Weekend,11.2,4.7
B08411,U0969,S072,Coloring,Morning,10,4.6
B08412,U0364,S089,Pedicure,Evening,4.9,2.9
B08413,U0676,S022,Spa,Afternoon,0.5,4.1
B08414,U0127,S084,Coloring,Weekend,10.3,3.1
B08415,U0067,S046,Haircut,Morning,7.3,3.8
B08416,U0051,S078,Spa,Evening,1,4.7
B08417,U0404,S083,Coloring,Afternoon,3.9,3
B08418,U0170,S084,Coloring,Weekend,2.1,3.6
B08419,U0811,S051,Spa,Morning,2,5
B08420,U0595,S089,Haircut,Afternoon,1.5,4.1
B08421,U0544,S049,Haircut,Afternoon,11.3,2.3
B08422,U0324,S051,Spa,Weekend,5.8,4.1
B08423,U0167,S085,Manicure,Weekend,14,4.6
B08424,U0838,S100,Coloring,Evening,11.6,4
B08425,U0989,S020,Haircut,Evening,6.3,4.6
B08426,U0364,S023,Coloring,Evening,1.4,5
B08427,U0885,S061,Manicure,Weekend,3.4,3.8
B08428,U0777,S088,Manicure,Evening,13.5,3.4
B08429,U0918,S022,Coloring,Evening,8.7,3.2
B08430,U0210,S082,Spa,Evening,7.1,4.5
B08431,U0951,S037,Spa,Evening,10.6,3.6
B08432,U0222,S098,Haircut,Morning,12.5,4.2
B08433,U0906,S016,Spa,Morning,10,4
B08434,U0750,S078,Coloring,Afternoon,1.7,4.2
B08435,U0932,S043,Pedicure,Evening,2.5,2.5
B08436,U0598,S079,Haircut,Morning,2.3,4.4
B08437,U0340,S010,Coloring,Afternoon,6.1,3.3
B08438,U0817,S004,Spa,Evening,1.3,2.7
B08439,U0089,S036,Manicure,Morning,9.1,4.8
B08440,U0674,S083,Haircut,Afternoon,5.6,2.5
B08441,U0298,S038,Spa,Weekend,14.5,3.9
B08442,U0540,S040,Pedicure,Evening,6.1,3.8
B08443,U0503,S045,Pedicure,Morning,14.3,3.8
B08444,U0334,S078,Manicure,Morning,3,4
B08445,U0354,S091,Pedicure,Afternoon,1.8,5
B08446,U0553,S089,Haircut,Weekend,11.7,3.2
B08447,U0678,S035,Coloring,Morning,11.7,3.7
B08448,U0509,S024,Pedicure,Morning,14.7,4.1
B08449,U0909,S008,Manicure,Evening,3.3,4
B08450,U0735,S014,Haircut,Evening,9.8,4.5
B08451,U0413,S038,Haircut,Weekend,14.5,3.9
B08452,U0660,S100,Coloring,Morning,7.9,3.7
B08453,U0648,S095,Manicure,Afternoon,5.7,4.5
B08454,U0171,S053,Manicure,Afternoon,0.9,4.3
B08455,U0520,S014,Haircut,Evening,12.5,4.8
B08456,U0737,S038,Spa,Evening,1.2,4.4
B08457,U0588,S016,Spa,Weekend,6.3,4.7
B08458,U0073,S055,Pedicure,Morning,1,4.8
B08459,U0841,S087,Coloring,Weekend,8.1,4.2
B08460,U0812,S025,Spa,Weekend,8.6,4.2
B08461,U0615,S002,Haircut,Weekend,6.7,3.2
B08462,U0186,S039,Spa,Weekend,1.7,3.6
B08463,U0364,S091,Pedicure,Evening,2.1,5
B08464,U0426,S087,Coloring,Weekend,1.6,3.6
B08465,U0385,S054,Haircut,Afternoon,13.2,4.1
B08466,U0897,S031,Manicure,Afternoon,8.2,3.7
B08467,U0881,S085,Manicure,Morning,4,4.1
B08468,U0694,S052,Manicure,Evening,1.1,4.9
B08469,U0433,S028,Coloring,Evening,0.6,3.8
B08470,U0200,S010,Pedicure,Evening,14.6,3.3
B08471,U0230,S034,Coloring,Weekend,11,4.5
B08472,U0163,S024,Coloring,Morning,1.6,4.3
B08473,U0493,S059,Haircut,Evening,2.1,3.2
B08474,U0786,S020,Coloring,Afternoon,0.8,4.1
B08475,U0351,S087,Coloring,Afternoon,2.7,3.7
B08476,U0404,S049,Coloring,Afternoon,6.8,3.7
B08477,U0608,S043,Pedicure,Morning,2.3,2.5
B08478,U0984,S055,Pedicure,Weekend,13.2,4.8
B08479,U0592,S058,Haircut,Morning,2.2,3.4
B08480,U0337,S044,Haircut,Morning,1.9,3.6
B08481,U0072,S086,Manicure,Weekend,10.7,5
B08482,U0626,S043,Pedicure,Morning,9.9,2.7
B08483,U0186,S061,Manicure,Weekend,3,3.6
B08484,U0415,S022,Haircut,Morning,3.3,3.8
B08485,U0917,S076,Coloring,Morning,8,4.4
B08486,U0720,S071,Haircut,Weekend,14.8,2
B08487,U0025,S010,Manicure,Weekend,2.9,4.4
B08488,U0934,S062,Pedicure,Afternoon,2.9,3.1
B08489,U0291,S021,Spa,Weekend,1,5
B08490,U0569,S053,Manicure,Weekend,2,4.2
B08491,U0458,S078,Coloring,Weekend,3.9,5
B08492,U0671,S065,Spa,Morning,2.4,5
B08493,U0333,S100,Pedicure,Afternoon,4.7,4.6
B08494,U0293,S092,Haircut,Weekend,13.4,3
B08495,U0658,S076,Coloring,Weekend,7.7,4.2
B08496,U0175,S068,Coloring,Evening,3.5,4.7
B08497,U0785,S026,Spa,Evening,1.6,3.2
B08498,U0922,S044,Haircut,Morning,11.7,3.3
B08499,U0248,S083,Coloring,Evening,12.9,2.8
B08500,U0789,S062,Pedicure,Morning,2.3,3.1
B08501,U0113,S033,Haircut,Evening,7.9,4.1
B08502,U0210,S095,Haircut,Evening,12.9,4.7
B08503,U0072,S042,Haircut,Weekend,1.6,3.5
B08504,U0784,S040,Manicure,Afternoon,6.5,3.9
B08505,U0546,S078,Spa,Weekend,14.4,4.4
B08506,U0257,S074,Spa,Evening,1.2,2.7
B08507,U0533,S088,Manicure,Morning,6.6,2.4
B08508,U0733,S030,Haircut,Morning,10.5,4.6
B08509,U0952,S074,Spa,Morning,1.6,3.2
B08510,U0228,S017,Manicure,Evening,10.8,3.5
B08511,U0620,S041,Pedicure,Weekend,8.6,3.8
B08512,U0164,S028,Pedicure,Weekend,10.3,4.5
B08513,U0746,S018,Haircut,Evening,2,3.5
B08514,U0360,S077,Haircut,Afternoon,9.9,5
B08515,U0610,S100,Pedicure,Afternoon,1,4.3
B08516,U0340,S065,Spa,Afternoon,9.6,4.1
B08517,U0316,S077,Pedicure,Afternoon,2.7,5
B08518,U0653,S035,Coloring,Evening,8,3.3
B08519,U0987,S098,Coloring,Afternoon,2.1,3.4
B08520,U1000,S033,Haircut,Weekend,3.5,4.3
B08521,U0128,S033,Haircut,Morning,9.2,3.4
B08522,U0585,S028,Haircut,Afternoon,1.7,3.9
B08523,U0984,S077,Haircut,Weekend,4.4,5
B08524,U0469,S011,Coloring,Weekend,10.4,3.3
B08525,U0644,S093,Coloring,Weekend,13.9,3.1
B08526,U0884,S092,Haircut,Afternoon,5.8,3.7
B08527,U0616,S039,Pedicure,Evening,2,4
B08528,U0520,S087,Coloring,Weekend,11.8,3.4
B08529,U0516,S076,Spa,Afternoon,5.5,4.9
B08530,U0652,S056,Coloring,Evening,3.2,4.2
B08531,U0352,S092,Haircut,Weekend,13,3.4
B08532,U0698,S025,Manicure,Morning,2.1,3.4
B08533,U0171,S011,Coloring,Weekend,0.6,3.1
B08534,U0912,S040,Manicure,Afternoon,7.6,3.9
B08535,U0167,S090,Coloring,Weekend,13.5,3.7
B08536,U0764,S025,Haircut,Weekend,2.1,4.1
B08537,U0865,S003,Coloring,Morning,14.1,4.3
B08538,U0859,S051,Spa,Morning,2.5,5
B08539,U0841,S072,Coloring,Evening,7.5,4.6
B08540,U0298,S096,Spa,Morning,9.3,4.4
B08541,U0401,S037,Coloring,Evening,13.3,3.2
B08542,U0053,S065,Spa,Weekend,10,3.9
B08543,U0130,S005,Spa,Weekend,8.5,3.9
B08544,U0835,S075,Spa,Weekend,13.8,3.2
B08545,U0540,S043,Pedicure,Evening,1.7,2.8
B08546,U0848,S062,Pedicure,Morning,8.1,2.3
B08547,U0802,S003,Pedicure,Morning,14.9,3.6
B08548,U0610,S052,Pedicure,Evening,1.7,5
B08549,U0715,S078,Spa,Weekend,1.8,4
B08550,U0392,S061,Manicure,Weekend,6,4.5
B08551,U0064,S084,Coloring,Weekend,1.9,3.8
B08552,U0450,S012,Haircut,Morning,2,3.9
B08553,U0524,S081,Spa,Morning,0.7,3.9
B08554,U0937,S016,Spa,Morning,2.2,4.7
B08555,U0474,S051,Spa,Weekend,10.4,5
B08556,U0934,S034,Manicure,Afternoon,1.8,5
B08557,U0804,S044,Haircut,Afternoon,1.1,2.8
B08558,U0682,S064,Haircut,Weekend,5.3,2.7
B08559,U0987,S039,Coloring,Afternoon,2.9,4.3
B08560,U0508,S051,Spa,Weekend,2.3,4.9
B08561,U0202,S064,Haircut,Evening,9.8,2.7
B08562,U0473,S091,Spa,Weekend,10.3,4.8
B08563,U0339,S001,Coloring,Weekend,14.6,3.8
B08564,U0114,S078,Coloring,Afternoon,2,4.1
B08565,U0602,S076,Manicure,Weekend,12.6,4.5
B08566,U0779,S046,Haircut,Evening,4.1,4.1
B08567,U0714,S025,Haircut,Morning,5.6,2.9
B08568,U0746,S043,Pedicure,Evening,1.8,3.6
B08569,U0521,S039,Pedicure,Morning,6.3,4.8
B08570,U0221,S071,Haircut,Weekend,9.8,3.4
B08571,U0793,S083,Coloring,Evening,3.5,3.4
B08572,U0866,S032,Coloring,Weekend,8.1,3.8
B08573,U0876,S053,Manicure,Weekend,11.6,4.7
B08574,U0824,S071,Haircut,Morning,1.2,2.8
B08575,U0517,S045,Pedicure,Morning,9.5,3.9
B08576,U0982,S001,Coloring,Weekend,12.7,3.8
B08577,U0943,S096,Spa,Morning,8.2,4
B08578,U0775,S050,Spa,Evening,14.6,2.9
B08579,U0828,S072,Coloring,Evening,13.6,4.6
B08580,U0200,S031,Pedicure,Evening,1.4,4.2
B08581,U0486,S057,Haircut,Weekend,1.2,4.2
B08582,U0622,S074,Spa,Weekend,2.8,3.1
B08583,U0511,S016,Spa,Weekend,10.1,5
B08584,U0550,S059,Pedicure,Morning,3.3,4.3
B08585,U0422,S078,Coloring,Evening,1.1,4.4
B08586,U0980,S027,Spa,Afternoon,10.3,4
B08587,U0066,S042,Manicure,Afternoon,12.5,4.2
B08588,U0628,S069,Haircut,Evening,12.3,2.7
B08589,U0453,S065,Spa,Evening,3.7,5
B08590,U0352,S057,Coloring,Evening,11.3,4.4
B08591,U0828,S001,Haircut,Weekend,11.6,3.6
B08592,U0179,S078,Spa,Weekend,13.1,4.3
B08593,U0891,S069,Coloring,Evening,2,3.2
B08594,U0628,S038,Haircut,Evening,12.4,3.4
B08595,U0746,S020,Haircut,Morning,1.1,4.8
B08596,U0661,S059,Manicure,Morning,12.5,4.2
B08597,U0481,S078,Coloring,Morning,11.1,5
B08598,U0275,S033,Pedicure,Weekend,6.2,4
B08599,U0586,S038,Spa,Weekend,5.7,3.8
B08600,U0061,S070,Spa,Afternoon,5,4.4
B08601,U0321,S035,Coloring,Morning,3.9,3.5
B08602,U0705,S025,Haircut,Evening,3.1,3
B08603,U0156,S018,Haircut,Afternoon,8.3,4.8
B08604,U0275,S013,Coloring,Weekend,4.1,4.4
B08605,U0076,S001,Haircut,Weekend,14.8,4
B08606,U0512,S050,Spa,Afternoon,13.5,2.6
B08607,U0894,S052,Coloring,Weekend,6.7,4.7
B08608,U0782,S070,Manicure,Morning,3.2,3.6
B08609,U0601,S065,Spa,Morning,8.7,4.6
B08610,U0715,S019,Spa,Afternoon,8.8,4
B08611,U0631,S035,Coloring,Evening,1.2,3.5
B08612,U0695,S059,Haircut,Afternoon,14.8,3.1
B08613,U0087,S072,Haircut,Weekend,4.9,3.8
B08614,U0286,S004,Spa,Morning,14.2,3.1
B08615,U0698,S068,Manicure,Morning,4.4,4
B08616,U0349,S020,Haircut,Weekend,4.1,5
B08617,U0877,S063,Manicure,Afternoon,6.3,5
B08618,U0644,S089,Pedicure,Weekend,3.5,4
B08619,U0150,S004,Spa,Morning,11.5,3.4
B08620,U0876,S023,Coloring,Weekend,10.2,5
B08621,U0222,S059,Haircut,Morning,8.5,3
B08622,U0862,S091,Haircut,Weekend,11.4,4.5
B08623,U0255,S098,Coloring,Morning,12.6,4.1
B08624,U0570,S053,Manicure,Evening,10.4,3.6
B08625,U0401,S063,Coloring,Weekend,4,3.8
B08626,U0570,S010,Manicure,Morning,8.9,4.1
B08627,U0709,S043,Pedicure,Weekend,3.3,3.1
B08628,U0847,S098,Coloring,Afternoon,12,4.3
B08629,U0993,S093,Coloring,Afternoon,2.3,4.2
B08630,U0742,S081,Haircut,Morning,3.2,4.7
B08631,U0442,S061,Manicure,Afternoon,6.2,3.5
B08632,U0147,S027,Haircut,Evening,8.2,4.8
B08633,U0125,S020,Coloring,Weekend,4.8,4
B08634,U0866,S071,Pedicure,Weekend,3.7,2.2
B08635,U0934,S097,Manicure,Weekend,2.2,3.9
B08636,U0110,S050,Spa,Afternoon,1.7,2.6
B08637,U0532,S027,Haircut,Afternoon,1.2,3.9
B08638,U0393,S085,Spa,Evening,5.5,3.3
B08639,U0695,S095,Haircut,Weekend,2.4,5
B08640,U0294,S036,Spa,Evening,5.3,4.1
B08641,U0393,S089,Haircut,Evening,8.8,2.9
B08642,U0572,S061,Manicure,Weekend,7.7,4.2
B08643,U0264,S040,Manicure,Afternoon,3,3.2
B08644,U0654,S046,Haircut,Morning,14.3,3.9
B08645,U0080,S005,Pedicure,Morning,4.9,3.6
B08646,U0063,S058,Pedicure,Weekend,9.1,3.4
B08647,U0086,S040,Manicure,Morning,4.7,4.3
B08648,U0799,S050,Haircut,Afternoon,0.5,3.3
B08649,U0690,S018,Coloring,Evening,1.4,4.9
B08650,U0196,S040,Manicure,Morning,4.8,4.4
B08651,U0231,S075,Spa,Morning,9.3,3.2
B08652,U0657,S005,Haircut,Afternoon,14.1,4.7
B08653,U0827,S040,Pedicure,Weekend,3.4,3.9
B08654,U0671,S068,Pedicure,Evening,0.9,4
B08655,U0324,S018,Spa,Afternoon,1.5,4.1
B08656,U0024,S033,Haircut,Weekend,7.2,4.1
B08657,U0440,S066,Coloring,Evening,0.8,2.8
B08658,U0434,S097,Spa,Afternoon,8.4,3.7
B08659,U0856,S070,Manicure,Morning,2,3.4
B08660,U0550,S064,Pedicure,Afternoon,7.2,2.7
B08661,U0315,S066,Manicure,Weekend,12.7,3.6
B08662,U0138,S021,Spa,Afternoon,4.1,4.8
B08663,U0875,S098,Coloring,Morning,6.6,3.5
B08664,U0368,S090,Haircut,Weekend,4.4,4.6
B08665,U0820,S018,Spa,Evening,10.5,4.5
B08666,U0723,S006,Coloring,Weekend,6.3,2.9
B08667,U0210,S012,Haircut,Weekend,2.6,3.6
B08668,U0451,S083,Coloring,Weekend,10.6,3.2
B08669,U0198,S100,Coloring,Afternoon,2.7,4.4
B08670,U0310,S051,Spa,Morning,12.7,5
B08671,U0136,S033,Haircut,Weekend,6.7,4.1
B08672,U0054,S085,Manicure,Morning,2.1,3.2
B08673,U0818,S019,Coloring,Morning,14.9,4.4
B08674,U0223,S039,Spa,Afternoon,5.2,3.7
B08675,U0515,S080,Manicure,Morning,4.5,4.2
B08676,U0615,S096,Pedicure,Weekend,12.8,4.4
B08677,U0576,S044,Haircut,Evening,8.7,2.8
B08678,U0177,S055,Coloring,Afternoon,10.3,4.9
B08679,U0310,S064,Haircut,Evening,13.7,3
B08680,U0835,S031,Manicure,Weekend,11.2,3.7
B08681,U0994,S042,Haircut,Morning,4.7,4.2
B08682,U0240,S019,Spa,Evening,9.9,4
B08683,U0536,S011,Coloring,Weekend,2.2,3.4
B08684,U0994,S059,Haircut,Evening,4,4.3
B08685,U0958,S048,Haircut,Afternoon,2.2,4.4
B08686,U0961,S008,Spa,Afternoon,11.3,4.8
B08687,U0376,S056,Haircut,Weekend,5.6,3
B08688,U0638,S017,Haircut,Evening,2.6,2.7
B08689,U0567,S008,Pedicure,Morning,1.6,5
B08690,U0596,S040,Pedicure,Morning,11.8,3.7
B08691,U0380,S026,Manicure,Evening,10.6,3.2
B08692,U0457,S046,Haircut,Weekend,14.6,3.2
B08693,U0086,S018,Manicure,Afternoon,4,4.4
B08694,U0680,S041,Coloring,Morning,6.2,4.4
B08695,U0490,S061,Manicure,Evening,1.3,4.7
B08696,U0431,S082,Coloring,Afternoon,1,4.9
B08697,U0891,S048,Haircut,Evening,2.4,3.7
B08698,U0483,S029,Manicure,Weekend,6.7,2.8
B08699,U0602,S099,Manicure,Morning,5.1,3.9
B08700,U0086,S003,Pedicure,Morning,3.3,3.5
B08701,U0199,S008,Spa,Evening,1.7,5
